Date,region,AveragePrice
2016-03-06,BuffaloRochester,1.36
2016-02-28,BuffaloRochester,1.22
2016-02-21,BuffaloRochester,1.31
2016-02-14,BuffaloRochester,1.29
2016-02-07,BuffaloRochester,1.3
2016-01-31,BuffaloRochester,1.21
2016-01-24,BuffaloRochester,1.31
2016-01-17,BuffaloRochester,1.38
2016-01-10,BuffaloRochester,1.35
2016-01-03,BuffaloRochester,1.39
2016-12-25,California,0.94
2016-12-18,California,0.95
2016-12-11,California,0.9
2016-12-04,California,0.98
2016-11-27,California,1.21
2016-11-20,California,1.32
2016-11-13,California,1.48
2016-11-06,California,1.68
2016-10-30,California,1.68
2016-10-23,California,1.39
2016-10-16,California,1.4
2016-10-09,California,1.34
2016-10-02,California,1.19
2016-09-25,California,1.15
2016-09-18,California,1.22
2016-09-11,California,1.12
2016-09-04,California,1.08
2016-08-28,California,0.99
2016-08-21,California,1.05
2016-08-14,California,1.07
2016-08-07,California,1.17
2016-07-31,California,1.22
2016-07-24,California,1.2
2016-07-17,California,1.14
2016-07-10,California,1.08
2016-07-03,California,1.1
2016-06-26,California,1.03
2016-06-19,California,1.06
2016-06-12,California,1.01
2016-06-05,California,0.94
2016-05-29,California,0.98
2016-05-22,California,0.9
2016-05-15,California,0.97
2016-05-08,California,0.79
2016-05-01,California,0.75
2016-04-24,California,0.84
2016-04-17,California,0.93
2016-04-10,California,0.94
2016-04-03,California,0.93
2016-03-27,California,0.93
2016-03-20,California,0.91
2016-03-13,California,0.96
2016-03-06,California,0.92
2016-02-28,California,0.89
2016-02-21,California,0.89
2016-02-14,California,0.82
2016-02-07,California,0.7
2016-01-31,California,0.88
2016-01-24,California,0.88
2016-01-17,California,0.9
2016-01-10,California,0.87
2016-01-03,California,0.73
2016-12-25,Charlotte,1.25
2016-12-18,Charlotte,1.24
2016-12-11,Charlotte,1.33
2016-12-04,Charlotte,1.34
2016-11-27,Charlotte,1.54
2016-11-20,Charlotte,1.57
2016-11-13,Charlotte,1.64
2016-11-06,Charlotte,1.57
2016-10-30,Charlotte,1.58
2016-10-23,Charlotte,1.52
2016-10-16,Charlotte,1.39
2016-10-09,Charlotte,1.51
2016-10-02,Charlotte,1.48
2016-09-25,Charlotte,1.47
2016-09-18,Charlotte,1.43
2016-09-11,Charlotte,1.42
2016-09-04,Charlotte,1.33
2016-08-28,Charlotte,1.4
2016-08-21,Charlotte,1.38
2016-08-14,Charlotte,1.4
2016-08-07,Charlotte,1.43
2016-07-31,Charlotte,1.48
2016-07-24,Charlotte,1.46
2016-07-17,Charlotte,1.43
2016-07-10,Charlotte,1.26
2016-07-03,Charlotte,1.2
2016-06-26,Charlotte,1.28
2016-06-19,Charlotte,1.21
2016-06-12,Charlotte,1.25
2016-06-05,Charlotte,1.25
2016-05-29,Charlotte,1.21
2016-05-22,Charlotte,1.26
2016-05-15,Charlotte,1.12
2016-05-08,Charlotte,1.05
2016-05-01,Charlotte,1.04
2016-04-24,Charlotte,1.12
2016-04-17,Charlotte,1.14
2016-04-10,Charlotte,1.1
2016-04-03,Charlotte,1.12
2016-03-27,Charlotte,1.14
2016-03-20,Charlotte,1.15
2016-03-13,Charlotte,1.05
2016-03-06,Charlotte,1.09
2016-02-28,Charlotte,1.05
2016-02-21,Charlotte,1.07
2016-02-14,Charlotte,1.0
2016-02-07,Charlotte,0.8
2016-01-31,Charlotte,0.95
2016-01-24,Charlotte,0.92
2016-01-17,Charlotte,0.98
2016-01-10,Charlotte,0.95
2016-01-03,Charlotte,0.96
2016-12-25,Chicago,1.22
2016-12-18,Chicago,1.18
2016-12-11,Chicago,1.09
2016-12-04,Chicago,1.27
2016-11-27,Chicago,1.1
2016-11-20,Chicago,1.13
2016-11-13,Chicago,1.82
2016-11-06,Chicago,2.07
2016-10-30,Chicago,2.07
2016-10-23,Chicago,1.84
2016-10-16,Chicago,1.8
2016-10-09,Chicago,1.82
2016-10-02,Chicago,1.83
2016-09-25,Chicago,1.8
2016-09-18,Chicago,1.7
2016-09-11,Chicago,1.67
2016-09-04,Chicago,1.6
2016-08-28,Chicago,1.6
2016-08-21,Chicago,1.63
2016-08-14,Chicago,1.67
2016-08-07,Chicago,1.68
2016-07-31,Chicago,1.68
2016-07-24,Chicago,1.66
2016-07-17,Chicago,1.51
2016-07-10,Chicago,1.53
2016-07-03,Chicago,1.23
2016-06-26,Chicago,1.18
2016-06-19,Chicago,1.2
2016-06-12,Chicago,1.3
2016-06-05,Chicago,1.2
2016-05-29,Chicago,1.15
2016-05-22,Chicago,1.11
2016-05-15,Chicago,1.04
2016-05-08,Chicago,0.97
2016-05-01,Chicago,1.0
2016-04-24,Chicago,1.08
2016-04-17,Chicago,1.08
2016-04-10,Chicago,1.11
2016-04-03,Chicago,1.15
2016-03-27,Chicago,0.9
2016-03-20,Chicago,1.11
2016-03-13,Chicago,1.0
2016-03-06,Chicago,1.13
2016-02-28,Chicago,1.15
2016-02-21,Chicago,1.09
2016-02-14,Chicago,1.0
2016-02-07,Chicago,0.82
2016-01-31,Chicago,1.12
2016-01-24,Chicago,1.01
2016-01-17,Chicago,1.11
2016-01-10,Chicago,1.08
2016-01-03,Chicago,0.93
2016-12-25,CincinnatiDayton,0.82
2016-12-18,CincinnatiDayton,0.99
2016-12-11,CincinnatiDayton,0.77
2016-12-04,CincinnatiDayton,0.7
2016-11-27,CincinnatiDayton,1.09
2016-11-20,CincinnatiDayton,0.98
2016-11-13,CincinnatiDayton,1.07
2016-11-06,CincinnatiDayton,1.08
2016-10-30,CincinnatiDayton,1.02
2016-10-23,CincinnatiDayton,0.96
2016-10-16,CincinnatiDayton,1.07
2016-10-09,CincinnatiDayton,1.01
2016-10-02,CincinnatiDayton,1.03
2016-09-25,CincinnatiDayton,1.09
2016-09-18,CincinnatiDayton,0.96
2016-09-11,CincinnatiDayton,1.04
2016-09-04,CincinnatiDayton,1.12
2016-08-28,CincinnatiDayton,1.13
2016-08-21,CincinnatiDayton,1.07
2016-08-14,CincinnatiDayton,1.03
2016-08-07,CincinnatiDayton,1.03
2016-07-31,CincinnatiDayton,1.07
2016-07-24,CincinnatiDayton,1.1
2016-07-17,CincinnatiDayton,1.05
2016-07-10,CincinnatiDayton,1.06
2016-07-03,CincinnatiDayton,0.84
2016-06-26,CincinnatiDayton,0.92
2016-06-19,CincinnatiDayton,0.91
2016-06-12,CincinnatiDayton,1.05
2016-06-05,CincinnatiDayton,0.85
2016-05-29,CincinnatiDayton,0.84
2016-05-22,CincinnatiDayton,0.82
2016-05-15,CincinnatiDayton,0.88
2016-05-08,CincinnatiDayton,0.86
2016-05-01,CincinnatiDayton,0.94
2016-04-24,CincinnatiDayton,0.94
2016-04-17,CincinnatiDayton,0.93
2016-04-10,CincinnatiDayton,0.89
2016-04-03,CincinnatiDayton,0.89
2016-03-27,CincinnatiDayton,0.9
2016-03-20,CincinnatiDayton,0.9
2016-03-13,CincinnatiDayton,0.88
2016-03-06,CincinnatiDayton,0.85
2016-02-28,CincinnatiDayton,0.87
2016-02-21,CincinnatiDayton,0.86
2016-02-14,CincinnatiDayton,0.86
2016-02-07,CincinnatiDayton,0.81
2016-01-31,CincinnatiDayton,0.94
2016-01-24,CincinnatiDayton,0.89
2016-01-17,CincinnatiDayton,0.86
2016-01-10,CincinnatiDayton,0.92
2016-01-03,CincinnatiDayton,0.9
2016-12-25,Columbus,1.07
2016-12-18,Columbus,1.06
2016-12-11,Columbus,0.98
2016-12-04,Columbus,0.84
2016-11-27,Columbus,1.1
2016-11-20,Columbus,1.33
2016-11-13,Columbus,1.38
2016-11-06,Columbus,1.41
2016-10-30,Columbus,1.1
2016-10-23,Columbus,1.11
2016-10-16,Columbus,1.31
2016-10-09,Columbus,1.33
2016-10-02,Columbus,1.3
2016-09-25,Columbus,1.14
2016-09-18,Columbus,1.07
2016-09-11,Columbus,1.06
2016-09-04,Columbus,1.06
2016-08-28,Columbus,1.07
2016-08-21,Columbus,1.2
2016-08-14,Columbus,1.17
2016-08-07,Columbus,1.18
2016-07-31,Columbus,1.21
2016-07-24,Columbus,1.15
2016-07-17,Columbus,1.18
2016-07-10,Columbus,1.06
2016-07-03,Columbus,0.94
2016-06-26,Columbus,1.04
2016-06-19,Columbus,1.13
2016-06-12,Columbus,1.13
2016-06-05,Columbus,1.07
2016-05-29,Columbus,0.93
2016-05-22,Columbus,0.83
2016-05-15,Columbus,0.84
2016-05-08,Columbus,0.9
2016-05-01,Columbus,0.71
2016-04-24,Columbus,0.72
2016-04-17,Columbus,0.97
2016-04-10,Columbus,0.96
2016-04-03,Columbus,0.95
2016-03-27,Columbus,1.01
2016-03-20,Columbus,1.04
2016-03-13,Columbus,1.05
2016-03-06,Columbus,0.95
2016-02-28,Columbus,1.03
2016-02-21,Columbus,1.05
2016-02-14,Columbus,0.91
2016-02-07,Columbus,0.81
2016-01-31,Columbus,0.92
2016-01-24,Columbus,0.89
2016-01-17,Columbus,1.03
2016-01-10,Columbus,0.97
2016-01-03,Columbus,0.91
2016-12-25,DallasFtWorth,0.76
2016-12-18,DallasFtWorth,0.69
2016-12-11,DallasFtWorth,0.69
2016-12-04,DallasFtWorth,0.69
2016-11-27,DallasFtWorth,0.9
2016-11-20,DallasFtWorth,1.0
2016-11-13,DallasFtWorth,1.08
2016-11-06,DallasFtWorth,1.14
2016-10-30,DallasFtWorth,1.14
2016-10-23,DallasFtWorth,1.08
2016-10-16,DallasFtWorth,0.99
2016-10-09,DallasFtWorth,0.93
2016-10-02,DallasFtWorth,0.95
2016-09-25,DallasFtWorth,0.92
2016-09-18,DallasFtWorth,0.8
2016-09-11,DallasFtWorth,0.79
2016-09-04,DallasFtWorth,0.74
2016-08-28,DallasFtWorth,0.74
2016-08-21,DallasFtWorth,0.77
2016-08-14,DallasFtWorth,0.88
2016-08-07,DallasFtWorth,0.83
2016-07-31,DallasFtWorth,0.88
2016-07-24,DallasFtWorth,0.94
2016-07-17,DallasFtWorth,0.96
2016-07-10,DallasFtWorth,0.91
2016-07-03,DallasFtWorth,0.89
2016-06-26,DallasFtWorth,0.85
2016-06-19,DallasFtWorth,0.87
2016-06-12,DallasFtWorth,0.84
2016-06-05,DallasFtWorth,0.82
2016-05-29,DallasFtWorth,0.77
2016-05-22,DallasFtWorth,0.7
2016-05-15,DallasFtWorth,0.71
2016-05-08,DallasFtWorth,0.72
2016-05-01,DallasFtWorth,0.71
2016-04-24,DallasFtWorth,0.65
2016-04-17,DallasFtWorth,0.69
2016-04-10,DallasFtWorth,0.69
2016-04-03,DallasFtWorth,0.7
2016-03-27,DallasFtWorth,0.76
2016-03-20,DallasFtWorth,0.74
2016-03-13,DallasFtWorth,0.78
2016-03-06,DallasFtWorth,0.76
2016-02-28,DallasFtWorth,0.74
2016-02-21,DallasFtWorth,0.83
2016-02-14,DallasFtWorth,0.65
2016-02-07,DallasFtWorth,0.71
2016-01-31,DallasFtWorth,0.8
2016-01-24,DallasFtWorth,1.02
2016-01-17,DallasFtWorth,0.79
2016-01-10,DallasFtWorth,0.85
2016-01-03,DallasFtWorth,0.78
2016-12-25,Denver,1.04
2016-12-18,Denver,1.04
2016-12-11,Denver,0.95
2016-12-04,Denver,0.91
2016-11-27,Denver,1.3
2016-11-20,Denver,1.28
2016-11-13,Denver,1.18
2016-11-06,Denver,1.31
2016-10-30,Denver,1.13
2016-10-23,Denver,1.24
2016-10-16,Denver,1.15
2016-10-09,Denver,1.08
2016-10-02,Denver,1.18
2016-09-25,Denver,1.15
2016-09-18,Denver,1.02
2016-09-11,Denver,0.98
2016-09-04,Denver,0.91
2016-08-28,Denver,0.91
2016-08-21,Denver,1.22
2016-08-14,Denver,1.18
2016-08-07,Denver,1.14
2016-07-31,Denver,1.15
2016-07-24,Denver,1.17
2016-07-17,Denver,1.07
2016-07-10,Denver,1.04
2016-07-03,Denver,1.03
2016-06-26,Denver,0.98
2016-06-19,Denver,1.0
2016-06-12,Denver,0.96
2016-06-05,Denver,0.85
2016-05-29,Denver,0.85
2016-05-22,Denver,0.9
2016-05-15,Denver,0.9
2016-05-08,Denver,0.8
2016-05-01,Denver,0.87
2016-04-24,Denver,0.93
2016-04-17,Denver,0.78
2016-04-10,Denver,0.77
2016-04-03,Denver,0.83
2016-03-27,Denver,0.95
2016-03-20,Denver,0.73
2016-03-13,Denver,0.83
2016-03-06,Denver,0.98
2016-02-28,Denver,0.74
2016-02-21,Denver,0.73
2016-02-14,Denver,0.7
2016-02-07,Denver,0.63
2016-01-31,Denver,0.8
2016-01-24,Denver,0.6
2016-01-17,Denver,0.66
2016-01-10,Denver,0.72
2016-01-03,Denver,0.6
2016-12-25,Detroit,1.06
2016-12-18,Detroit,1.05
2016-12-11,Detroit,0.95
2016-12-04,Detroit,0.81
2016-11-27,Detroit,1.18
2016-11-20,Detroit,1.35
2016-11-13,Detroit,1.39
2016-11-06,Detroit,1.4
2016-10-30,Detroit,1.4
2016-10-23,Detroit,1.35
2016-10-16,Detroit,1.26
2016-10-09,Detroit,1.27
2016-10-02,Detroit,1.25
2016-09-25,Detroit,1.24
2016-09-18,Detroit,1.1
2016-09-11,Detroit,1.09
2016-09-04,Detroit,1.08
2016-08-28,Detroit,1.01
2016-08-21,Detroit,1.15
2016-08-14,Detroit,1.08
2016-08-07,Detroit,1.13
2016-07-31,Detroit,1.16
2016-07-24,Detroit,1.15
2016-07-17,Detroit,1.17
2016-07-10,Detroit,1.18
2016-07-03,Detroit,1.17
2016-06-26,Detroit,1.13
2016-06-19,Detroit,1.0
2016-06-12,Detroit,0.98
2016-06-05,Detroit,0.92
2016-05-29,Detroit,1.04
2016-05-22,Detroit,1.07
2016-05-15,Detroit,0.86
2016-05-08,Detroit,0.96
2016-05-01,Detroit,1.0
2016-04-24,Detroit,1.0
2016-04-17,Detroit,0.97
2016-04-10,Detroit,1.03
2016-04-03,Detroit,1.02
2016-03-27,Detroit,1.05
2016-03-20,Detroit,1.09
2016-03-13,Detroit,1.12
2016-03-06,Detroit,0.97
2016-02-28,Detroit,1.13
2016-02-21,Detroit,1.2
2016-02-14,Detroit,1.0
2016-02-07,Detroit,0.77
2016-01-31,Detroit,1.04
2016-01-24,Detroit,0.94
2016-01-17,Detroit,1.11
2016-01-10,Detroit,1.1
2016-01-03,Detroit,0.86
2016-12-25,GrandRapids,1.33
2016-12-18,GrandRapids,1.14
2016-12-11,GrandRapids,1.2
2016-12-04,GrandRapids,0.92
2016-11-27,GrandRapids,1.44
2016-11-20,GrandRapids,1.46
2016-11-13,GrandRapids,1.59
2016-11-06,GrandRapids,1.67
2016-10-30,GrandRapids,1.42
2016-10-23,GrandRapids,1.72
2016-10-16,GrandRapids,1.63
2016-10-09,GrandRapids,1.62
2016-10-02,GrandRapids,1.6
2016-09-25,GrandRapids,1.55
2016-09-18,GrandRapids,1.49
2016-09-11,GrandRapids,1.58
2016-09-04,GrandRapids,1.52
2016-08-28,GrandRapids,1.45
2016-08-21,GrandRapids,1.63
2016-08-14,GrandRapids,1.53
2016-08-07,GrandRapids,1.59
2016-07-31,GrandRapids,1.6
2016-07-24,GrandRapids,1.6
2016-07-17,GrandRapids,1.58
2016-07-10,GrandRapids,1.6
2016-07-03,GrandRapids,1.49
2016-06-26,GrandRapids,1.26
2016-06-19,GrandRapids,1.26
2016-06-12,GrandRapids,1.36
2016-06-05,GrandRapids,0.93
2016-05-29,GrandRapids,1.32
2016-05-22,GrandRapids,1.31
2016-05-15,GrandRapids,0.88
2016-05-08,GrandRapids,1.04
2016-05-01,GrandRapids,1.12
2016-04-24,GrandRapids,1.07
2016-04-17,GrandRapids,0.89
2016-04-10,GrandRapids,1.17
2016-04-03,GrandRapids,1.1
2016-03-27,GrandRapids,0.99
2016-03-20,GrandRapids,1.07
2016-03-13,GrandRapids,1.15
2016-03-06,GrandRapids,0.91
2016-02-28,GrandRapids,1.07
2016-02-21,GrandRapids,1.16
2016-02-14,GrandRapids,1.13
2016-02-07,GrandRapids,0.94
2016-01-31,GrandRapids,1.13
2016-01-24,GrandRapids,0.94
2016-01-17,GrandRapids,1.05
2016-01-10,GrandRapids,1.17
2016-01-03,GrandRapids,0.92
2016-12-25,GreatLakes,1.11
2016-12-18,GreatLakes,1.11
2016-12-11,GreatLakes,1.03
2016-12-04,GreatLakes,0.97
2016-11-27,GreatLakes,1.18
2016-11-20,GreatLakes,1.23
2016-11-13,GreatLakes,1.41
2016-11-06,GreatLakes,1.48
2016-10-30,GreatLakes,1.36
2016-10-23,GreatLakes,1.35
2016-10-16,GreatLakes,1.4
2016-10-09,GreatLakes,1.35
2016-10-02,GreatLakes,1.38
2016-09-25,GreatLakes,1.37
2016-09-18,GreatLakes,1.28
2016-09-11,GreatLakes,1.3
2016-09-04,GreatLakes,1.3
2016-08-28,GreatLakes,1.27
2016-08-21,GreatLakes,1.34
2016-08-14,GreatLakes,1.3
2016-08-07,GreatLakes,1.33
2016-07-31,GreatLakes,1.34
2016-07-24,GreatLakes,1.32
2016-07-17,GreatLakes,1.25
2016-07-10,GreatLakes,1.24
2016-07-03,GreatLakes,1.13
2016-06-26,GreatLakes,1.13
2016-06-19,GreatLakes,1.1
2016-06-12,GreatLakes,1.15
2016-06-05,GreatLakes,1.01
2016-05-29,GreatLakes,1.05
2016-05-22,GreatLakes,1.0
2016-05-15,GreatLakes,0.91
2016-05-08,GreatLakes,0.94
2016-05-01,GreatLakes,0.94
2016-04-24,GreatLakes,0.96
2016-04-17,GreatLakes,0.98
2016-04-10,GreatLakes,1.05
2016-04-03,GreatLakes,1.04
2016-03-27,GreatLakes,0.97
2016-03-20,GreatLakes,1.06
2016-03-13,GreatLakes,1.03
2016-03-06,GreatLakes,0.98
2016-02-28,GreatLakes,1.05
2016-02-21,GreatLakes,1.07
2016-02-14,GreatLakes,0.96
2016-02-07,GreatLakes,0.85
2016-01-31,GreatLakes,1.04
2016-01-24,GreatLakes,0.95
2016-01-17,GreatLakes,1.05
2016-01-10,GreatLakes,1.06
2016-01-03,GreatLakes,0.92
2016-12-25,HarrisburgScranton,1.45
2016-12-18,HarrisburgScranton,1.21
2016-12-11,HarrisburgScranton,1.26
2016-12-04,HarrisburgScranton,1.4
2016-11-27,HarrisburgScranton,1.4
2016-11-20,HarrisburgScranton,1.37
2016-11-13,HarrisburgScranton,1.42
2016-11-06,HarrisburgScranton,1.55
2016-10-30,HarrisburgScranton,1.59
2016-10-23,HarrisburgScranton,1.6
2016-10-16,HarrisburgScranton,1.49
2016-10-09,HarrisburgScranton,1.42
2016-10-02,HarrisburgScranton,1.4
2016-09-25,HarrisburgScranton,1.37
2016-09-18,HarrisburgScranton,1.26
2016-09-11,HarrisburgScranton,1.19
2016-09-04,HarrisburgScranton,1.15
2016-08-28,HarrisburgScranton,1.32
2016-08-21,HarrisburgScranton,1.28
2016-08-14,HarrisburgScranton,1.22
2016-08-07,HarrisburgScranton,1.24
2016-07-31,HarrisburgScranton,1.37
2016-07-24,HarrisburgScranton,1.36
2016-07-17,HarrisburgScranton,1.25
2016-07-10,HarrisburgScranton,1.21
2016-07-03,HarrisburgScranton,1.23
2016-06-26,HarrisburgScranton,1.24
2016-06-19,HarrisburgScranton,1.26
2016-06-12,HarrisburgScranton,1.24
2016-06-05,HarrisburgScranton,1.23
2016-05-29,HarrisburgScranton,1.13
2016-05-22,HarrisburgScranton,1.12
2016-05-15,HarrisburgScranton,1.08
2016-05-08,HarrisburgScranton,0.91
2016-05-01,HarrisburgScranton,0.99
2016-04-24,HarrisburgScranton,1.09
2016-04-17,HarrisburgScranton,1.05
2016-04-10,HarrisburgScranton,1.05
2016-04-03,HarrisburgScranton,1.13
2016-03-27,HarrisburgScranton,1.15
2016-03-20,HarrisburgScranton,1.08
2016-03-13,HarrisburgScranton,1.13
2016-03-06,HarrisburgScranton,1.17
2016-02-28,HarrisburgScranton,1.11
2016-02-21,HarrisburgScranton,1.15
2016-02-14,HarrisburgScranton,1.09
2016-02-07,HarrisburgScranton,1.1
2016-01-31,HarrisburgScranton,1.07
2016-01-24,HarrisburgScranton,1.13
2016-01-17,HarrisburgScranton,1.15
2016-01-10,HarrisburgScranton,1.14
2016-01-03,HarrisburgScranton,1.09
2016-12-25,HartfordSpringfield,1.49
2016-12-18,HartfordSpringfield,1.22
2016-12-11,HartfordSpringfield,1.42
2016-12-04,HartfordSpringfield,1.54
2016-11-27,HartfordSpringfield,1.57
2016-11-20,HartfordSpringfield,1.62
2016-11-13,HartfordSpringfield,1.82
2016-11-06,HartfordSpringfield,1.83
2016-10-30,HartfordSpringfield,1.81
2016-10-23,HartfordSpringfield,1.78
2016-10-16,HartfordSpringfield,1.82
2016-10-09,HartfordSpringfield,1.62
2016-10-02,HartfordSpringfield,1.69
2016-09-25,HartfordSpringfield,1.63
2016-09-18,HartfordSpringfield,1.51
2016-09-11,HartfordSpringfield,1.22
2016-09-04,HartfordSpringfield,1.54
2016-08-28,HartfordSpringfield,1.59
2016-08-21,HartfordSpringfield,1.46
2016-08-14,HartfordSpringfield,1.46
2016-08-07,HartfordSpringfield,1.5
2016-07-31,HartfordSpringfield,1.72
2016-07-24,HartfordSpringfield,1.7
2016-07-17,HartfordSpringfield,1.63
2016-07-10,HartfordSpringfield,1.46
2016-07-03,HartfordSpringfield,1.47
2016-06-26,HartfordSpringfield,1.41
2016-06-19,HartfordSpringfield,1.5
2016-06-12,HartfordSpringfield,1.47
2016-06-05,HartfordSpringfield,1.46
2016-05-29,HartfordSpringfield,1.15
2016-05-22,HartfordSpringfield,1.26
2016-05-15,HartfordSpringfield,1.24
2016-05-08,HartfordSpringfield,0.86
2016-05-01,HartfordSpringfield,1.18
2016-04-24,HartfordSpringfield,1.25
2016-04-17,HartfordSpringfield,1.18
2016-04-10,HartfordSpringfield,1.17
2016-04-03,HartfordSpringfield,1.36
2016-03-27,HartfordSpringfield,1.31
2016-03-20,HartfordSpringfield,1.17
2016-03-13,HartfordSpringfield,1.3
2016-03-06,HartfordSpringfield,1.27
2016-02-28,HartfordSpringfield,1.17
2016-02-21,HartfordSpringfield,1.28
2016-02-14,HartfordSpringfield,1.1
2016-02-07,HartfordSpringfield,1.16
2016-01-31,HartfordSpringfield,1.12
2016-01-24,HartfordSpringfield,1.27
2016-01-17,HartfordSpringfield,1.18
2016-01-10,HartfordSpringfield,1.26
2016-01-03,HartfordSpringfield,1.07
2016-12-25,Houston,0.72
2016-12-18,Houston,0.63
2016-12-11,Houston,0.73
2016-12-04,Houston,0.71
2016-11-27,Houston,0.82
2016-11-20,Houston,0.99
2016-11-13,Houston,1.05
2016-11-06,Houston,1.12
2016-10-30,Houston,1.15
2016-10-23,Houston,1.0
2016-10-16,Houston,0.98
2016-10-09,Houston,0.98
2016-10-02,Houston,0.98
2016-09-25,Houston,0.96
2016-09-18,Houston,0.83
2016-09-11,Houston,0.76
2016-09-04,Houston,0.72
2016-08-28,Houston,0.88
2016-08-21,Houston,0.9
2016-08-14,Houston,0.9
2016-08-07,Houston,0.92
2016-07-31,Houston,0.98
2016-07-24,Houston,0.96
2016-07-17,Houston,0.92
2016-07-10,Houston,0.89
2016-07-03,Houston,0.92
2016-06-26,Houston,0.88
2016-06-19,Houston,0.89
2016-06-12,Houston,0.83
2016-06-05,Houston,0.85
2016-05-29,Houston,0.82
2016-05-22,Houston,0.68
2016-05-15,Houston,0.69
2016-05-08,Houston,0.65
2016-05-01,Houston,0.68
2016-04-24,Houston,0.67
2016-04-17,Houston,0.69
2016-04-10,Houston,0.7
2016-04-03,Houston,0.72
2016-03-27,Houston,0.75
2016-03-20,Houston,0.76
2016-03-13,Houston,0.76
2016-03-06,Houston,0.76
2016-02-28,Houston,0.76
2016-02-21,Houston,0.8
2016-02-14,Houston,0.67
2016-02-07,Houston,0.69
2016-01-31,Houston,0.74
2016-01-24,Houston,0.91
2016-01-17,Houston,0.83
2016-01-10,Houston,0.84
2016-01-03,Houston,0.78
2016-12-25,Indianapolis,1.13
2016-12-18,Indianapolis,1.19
2016-12-11,Indianapolis,1.17
2016-12-04,Indianapolis,1.18
2016-11-27,Indianapolis,1.34
2016-11-20,Indianapolis,1.29
2016-11-13,Indianapolis,1.29
2016-11-06,Indianapolis,1.37
2016-10-30,Indianapolis,1.2
2016-10-23,Indianapolis,1.31
2016-10-16,Indianapolis,1.27
2016-10-09,Indianapolis,1.2
2016-10-02,Indianapolis,1.31
2016-09-25,Indianapolis,1.39
2016-09-18,Indianapolis,1.26
2016-09-11,Indianapolis,1.29
2016-09-04,Indianapolis,1.31
2016-08-28,Indianapolis,1.27
2016-08-21,Indianapolis,1.3
2016-08-14,Indianapolis,1.27
2016-08-07,Indianapolis,1.33
2016-07-31,Indianapolis,1.27
2016-07-24,Indianapolis,1.2
2016-07-17,Indianapolis,1.08
2016-07-10,Indianapolis,1.12
2016-07-03,Indianapolis,1.1
2016-06-26,Indianapolis,1.15
2016-06-19,Indianapolis,1.13
2016-06-12,Indianapolis,1.12
2016-06-05,Indianapolis,1.05
2016-05-29,Indianapolis,1.01
2016-05-22,Indianapolis,0.87
2016-05-15,Indianapolis,0.88
2016-05-08,Indianapolis,0.93
2016-05-01,Indianapolis,0.92
2016-04-24,Indianapolis,0.95
2016-04-17,Indianapolis,0.97
2016-04-10,Indianapolis,1.07
2016-04-03,Indianapolis,0.99
2016-03-27,Indianapolis,0.99
2016-03-20,Indianapolis,1.12
2016-03-13,Indianapolis,1.03
2016-03-06,Indianapolis,0.96
2016-02-28,Indianapolis,0.99
2016-02-21,Indianapolis,1.03
2016-02-14,Indianapolis,0.83
2016-02-07,Indianapolis,0.88
2016-01-31,Indianapolis,0.98
2016-01-24,Indianapolis,0.93
2016-01-17,Indianapolis,0.97
2016-01-10,Indianapolis,1.0
2016-01-03,Indianapolis,0.95
2016-12-25,Jacksonville,0.81
2016-12-18,Jacksonville,0.84
2016-12-11,Jacksonville,1.17
2016-12-04,Jacksonville,0.89
2016-11-27,Jacksonville,1.36
2016-11-20,Jacksonville,1.36
2016-11-13,Jacksonville,1.31
2016-11-06,Jacksonville,1.41
2016-10-30,Jacksonville,1.41
2016-10-23,Jacksonville,1.35
2016-10-16,Jacksonville,1.12
2016-10-09,Jacksonville,1.31
2016-10-02,Jacksonville,1.31
2016-09-25,Jacksonville,1.26
2016-09-18,Jacksonville,1.05
2016-09-11,Jacksonville,1.1
2016-09-04,Jacksonville,0.94
2016-08-28,Jacksonville,1.14
2016-08-21,Jacksonville,1.11
2016-08-14,Jacksonville,1.11
2016-08-07,Jacksonville,1.23
2016-07-31,Jacksonville,1.23
2016-07-24,Jacksonville,1.21
2016-07-17,Jacksonville,1.22
2016-07-10,Jacksonville,1.19
2016-07-03,Jacksonville,0.93
2016-06-26,Jacksonville,1.19
2016-06-19,Jacksonville,0.94
2016-06-12,Jacksonville,1.2
2016-06-05,Jacksonville,0.95
2016-05-29,Jacksonville,0.92
2016-05-22,Jacksonville,1.17
2016-05-15,Jacksonville,0.79
2016-05-08,Jacksonville,0.8
2016-05-01,Jacksonville,0.68
2016-04-24,Jacksonville,0.8
2016-04-17,Jacksonville,1.0
2016-04-10,Jacksonville,0.8
2016-04-03,Jacksonville,1.01
2016-03-27,Jacksonville,1.06
2016-03-20,Jacksonville,1.07
2016-03-13,Jacksonville,0.81
2016-03-06,Jacksonville,1.06
2016-02-28,Jacksonville,0.77
2016-02-21,Jacksonville,1.01
2016-02-14,Jacksonville,0.95
2016-02-07,Jacksonville,0.54
2016-01-31,Jacksonville,1.04
2016-01-24,Jacksonville,0.93
2016-01-17,Jacksonville,1.21
2016-01-10,Jacksonville,0.95
2016-01-03,Jacksonville,1.09
2016-12-25,LasVegas,0.82
2016-12-18,LasVegas,0.81
2016-12-11,LasVegas,0.83
2016-12-04,LasVegas,0.91
2016-11-27,LasVegas,0.86
2016-11-20,LasVegas,1.12
