,region,AveragePrice,Date_object
2249,Seattle,1.1,2015-09-27
2250,Seattle,1.02,2015-09-20
2251,Seattle,1.02,2015-09-13
2252,Seattle,1.17,2015-09-06
2253,Seattle,1.18,2015-08-30
2254,Seattle,1.13,2015-08-23
2255,Seattle,1.15,2015-08-16
2256,Seattle,1.15,2015-08-09
2257,Seattle,1.18,2015-08-02
2258,Seattle,1.29,2015-07-26
2259,Seattle,1.25,2015-07-19
2260,Seattle,1.14,2015-07-12
2261,Seattle,1.35,2015-07-05
2262,Seattle,1.31,2015-06-28
2263,Seattle,1.19,2015-06-21
2264,Seattle,1.18,2015-06-14
2265,Seattle,1.27,2015-06-07
2266,Seattle,1.12,2015-05-31
2267,Seattle,1.14,2015-05-24
2268,Seattle,1.22,2015-05-17
2269,Seattle,1.08,2015-05-10
2270,Seattle,1.02,2015-05-03
2271,Seattle,1.19,2015-04-26
2272,Seattle,1.13,2015-04-19
2273,Seattle,1.33,2015-04-12
2274,Seattle,1.26,2015-04-05
2275,Seattle,1.22,2015-03-29
2276,Seattle,1.13,2015-03-22
2277,Seattle,1.24,2015-03-15
2278,Seattle,1.24,2015-03-08
2279,Seattle,1.07,2015-03-01
2280,Seattle,1.11,2015-02-22
2281,Seattle,1.33,2015-02-15
2282,Seattle,1.08,2015-02-08
2283,Seattle,0.97,2015-02-01
2284,Seattle,1.26,2015-01-25
2285,Seattle,1.2,2015-01-18
2286,Seattle,1.06,2015-01-11
2287,Seattle,0.97,2015-01-04
2288,SouthCarolina,0.98,2015-12-27
2289,SouthCarolina,1.04,2015-12-20
2290,SouthCarolina,0.96,2015-12-13
2291,SouthCarolina,1.03,2015-12-06
2292,SouthCarolina,0.97,2015-11-29
2293,SouthCarolina,0.99,2015-11-22
2294,SouthCarolina,1.07,2015-11-15
2295,SouthCarolina,1.08,2015-11-08
2296,SouthCarolina,1.0,2015-11-01
2297,SouthCarolina,1.11,2015-10-25
2298,SouthCarolina,1.12,2015-10-18
2299,SouthCarolina,1.03,2015-10-11
2300,SouthCarolina,1.04,2015-10-04
2301,SouthCarolina,1.08,2015-09-27
2302,SouthCarolina,1.02,2015-09-20
2303,SouthCarolina,1.14,2015-09-13
2304,SouthCarolina,1.0,2015-09-06
2305,SouthCarolina,1.15,2015-08-30
2306,SouthCarolina,1.09,2015-08-23
2307,SouthCarolina,1.12,2015-08-16
2308,SouthCarolina,1.05,2015-08-09
2309,SouthCarolina,1.14,2015-08-02
2310,SouthCarolina,1.11,2015-07-26
2311,SouthCarolina,1.05,2015-07-19
2312,SouthCarolina,1.14,2015-07-12
2313,SouthCarolina,1.05,2015-07-05
2314,SouthCarolina,1.11,2015-06-28
2315,SouthCarolina,1.03,2015-06-21
2316,SouthCarolina,1.1,2015-06-14
2317,SouthCarolina,1.04,2015-06-07
2318,SouthCarolina,1.13,2015-05-31
2319,SouthCarolina,1.05,2015-05-24
2320,SouthCarolina,1.09,2015-05-17
2321,SouthCarolina,1.13,2015-05-10
2322,SouthCarolina,0.97,2015-05-03
2323,SouthCarolina,1.1,2015-04-26
2324,SouthCarolina,1.08,2015-04-19
2325,SouthCarolina,1.05,2015-04-12
2326,SouthCarolina,1.1,2015-04-05
2327,SouthCarolina,1.11,2015-03-29
2328,SouthCarolina,1.0,2015-03-22
2329,SouthCarolina,1.15,2015-03-15
2330,SouthCarolina,1.14,2015-03-08
2331,SouthCarolina,1.05,2015-03-01
2332,SouthCarolina,1.02,2015-02-22
2333,SouthCarolina,1.11,2015-02-15
2334,SouthCarolina,1.06,2015-02-08
2335,SouthCarolina,0.91,2015-02-01
2336,SouthCarolina,1.06,2015-01-25
2337,SouthCarolina,1.15,2015-01-18
2338,SouthCarolina,1.1,2015-01-11
2339,SouthCarolina,1.01,2015-01-04
2340,SouthCentral,0.81,2015-12-27
2341,SouthCentral,0.81,2015-12-20
2342,SouthCentral,0.78,2015-12-13
2343,SouthCentral,0.76,2015-12-06
2344,SouthCentral,0.82,2015-11-29
2345,SouthCentral,0.8,2015-11-22
2346,SouthCentral,0.76,2015-11-15
2347,SouthCentral,0.8,2015-11-08
2348,SouthCentral,0.81,2015-11-01
2349,SouthCentral,0.86,2015-10-25
2350,SouthCentral,0.87,2015-10-18
2351,SouthCentral,0.83,2015-10-11
2352,SouthCentral,0.84,2015-10-04
2353,SouthCentral,0.87,2015-09-27
2354,SouthCentral,0.83,2015-09-20
2355,SouthCentral,0.88,2015-09-13
2356,SouthCentral,0.86,2015-09-06
2357,SouthCentral,0.87,2015-08-30
2358,SouthCentral,0.89,2015-08-23
2359,SouthCentral,0.89,2015-08-16
2360,SouthCentral,0.89,2015-08-09
2361,SouthCentral,0.9,2015-08-02
2362,SouthCentral,0.81,2015-07-26
2363,SouthCentral,0.83,2015-07-19
2364,SouthCentral,0.82,2015-07-12
2365,SouthCentral,0.83,2015-07-05
2366,SouthCentral,0.77,2015-06-28
2367,SouthCentral,0.79,2015-06-21
2368,SouthCentral,0.69,2015-06-14
2369,SouthCentral,0.75,2015-06-07
2370,SouthCentral,0.74,2015-05-31
2371,SouthCentral,0.83,2015-05-24
2372,SouthCentral,0.79,2015-05-17
2373,SouthCentral,0.79,2015-05-10
2374,SouthCentral,0.78,2015-05-03
2375,SouthCentral,0.83,2015-04-26
2376,SouthCentral,0.82,2015-04-19
2377,SouthCentral,0.8,2015-04-12
2378,SouthCentral,0.83,2015-04-05
2379,SouthCentral,0.82,2015-03-29
2380,SouthCentral,0.76,2015-03-22
2381,SouthCentral,0.79,2015-03-15
2382,SouthCentral,0.8,2015-03-08
2383,SouthCentral,0.87,2015-03-01
2384,SouthCentral,0.85,2015-02-22
2385,SouthCentral,0.8,2015-02-15
2386,SouthCentral,0.73,2015-02-08
2387,SouthCentral,0.71,2015-02-01
2388,SouthCentral,0.81,2015-01-25
2389,SouthCentral,0.79,2015-01-18
2390,SouthCentral,0.8,2015-01-11
2391,SouthCentral,0.77,2015-01-04
2392,Southeast,0.98,2015-12-27
2393,Southeast,1.12,2015-12-20
2394,Southeast,0.96,2015-12-13
2395,Southeast,1.13,2015-12-06
2396,Southeast,0.97,2015-11-29
2397,Southeast,0.98,2015-11-22
2398,Southeast,1.16,2015-11-15
2399,Southeast,1.16,2015-11-08
2400,Southeast,0.98,2015-11-01
2401,Southeast,1.16,2015-10-25
2402,Southeast,1.15,2015-10-18
2403,Southeast,0.97,2015-10-11
2404,Southeast,0.98,2015-10-04
2405,Southeast,1.17,2015-09-27
2406,Southeast,0.96,2015-09-20
2407,Southeast,1.15,2015-09-13
2408,Southeast,0.97,2015-09-06
2409,Southeast,1.19,2015-08-30
2410,Southeast,1.16,2015-08-23
2411,Southeast,1.16,2015-08-16
2412,Southeast,1.0,2015-08-09
2413,Southeast,1.18,2015-08-02
2414,Southeast,1.15,2015-07-26
2415,Southeast,0.99,2015-07-19
2416,Southeast,1.17,2015-07-12
2417,Southeast,0.99,2015-07-05
2418,Southeast,1.14,2015-06-28
2419,Southeast,0.97,2015-06-21
2420,Southeast,1.15,2015-06-14
2421,Southeast,0.99,2015-06-07
2422,Southeast,1.17,2015-05-31
2423,Southeast,1.0,2015-05-24
2424,Southeast,1.15,2015-05-17
2425,Southeast,1.17,2015-05-10
2426,Southeast,0.97,2015-05-03
2427,Southeast,1.16,2015-04-26
2428,Southeast,1.14,2015-04-19
2429,Southeast,1.0,2015-04-12
2430,Southeast,1.08,2015-04-05
2431,Southeast,1.16,2015-03-29
2432,Southeast,0.98,2015-03-22
2433,Southeast,1.21,2015-03-15
2434,Southeast,1.18,2015-03-08
2435,Southeast,1.01,2015-03-01
2436,Southeast,1.11,2015-02-22
2437,Southeast,1.16,2015-02-15
2438,Southeast,1.11,2015-02-08
2439,Southeast,0.93,2015-02-01
2440,Southeast,1.15,2015-01-25
2441,Southeast,1.19,2015-01-18
2442,Southeast,1.18,2015-01-11
2443,Southeast,0.98,2015-01-04
2444,Spokane,1.05,2015-12-27
2445,Spokane,1.12,2015-12-20
2446,Spokane,0.99,2015-12-13
2447,Spokane,0.85,2015-12-06
2448,Spokane,1.17,2015-11-29
2449,Spokane,1.12,2015-11-22
2450,Spokane,1.0,2015-11-15
2451,Spokane,1.08,2015-11-08
2452,Spokane,1.13,2015-11-01
2453,Spokane,1.08,2015-10-25
2454,Spokane,1.13,2015-10-18
2455,Spokane,0.94,2015-10-11
2456,Spokane,0.99,2015-10-04
2457,Spokane,1.09,2015-09-27
2458,Spokane,1.05,2015-09-20
2459,Spokane,1.03,2015-09-13
2460,Spokane,1.08,2015-09-06
2461,Spokane,1.11,2015-08-30
2462,Spokane,1.08,2015-08-23
2463,Spokane,1.15,2015-08-16
2464,Spokane,1.21,2015-08-09
2465,Spokane,1.19,2015-08-02
2466,Spokane,1.18,2015-07-26
2467,Spokane,1.16,2015-07-19
2468,Spokane,1.05,2015-07-12
2469,Spokane,1.22,2015-07-05
2470,Spokane,1.2,2015-06-28
2471,Spokane,1.12,2015-06-21
2472,Spokane,1.13,2015-06-14
2473,Spokane,1.19,2015-06-07
2474,Spokane,1.08,2015-05-31
2475,Spokane,1.07,2015-05-24
2476,Spokane,1.09,2015-05-17
2477,Spokane,1.03,2015-05-10
2478,Spokane,0.98,2015-05-03
2479,Spokane,1.08,2015-04-26
2480,Spokane,1.03,2015-04-19
2481,Spokane,1.21,2015-04-12
2482,Spokane,1.15,2015-04-05
2483,Spokane,1.12,2015-03-29
2484,Spokane,1.1,2015-03-22
2485,Spokane,1.19,2015-03-15
2486,Spokane,1.18,2015-03-08
2487,Spokane,1.03,2015-03-01
2488,Spokane,1.03,2015-02-22
2489,Spokane,1.24,2015-02-15
2490,Spokane,1.03,2015-02-08
2491,Spokane,0.97,2015-02-01
2492,Spokane,1.21,2015-01-25
2493,Spokane,1.18,2015-01-18
2494,Spokane,1.07,2015-01-11
2495,Spokane,1.0,2015-01-04
2496,StLouis,1.1,2015-12-27
2497,StLouis,1.13,2015-12-20
2498,StLouis,0.99,2015-12-13
2499,StLouis,1.09,2015-12-06
2500,StLouis,1.16,2015-11-29
2501,StLouis,1.15,2015-11-22
2502,StLouis,1.07,2015-11-15
2503,StLouis,1.18,2015-11-08
2504,StLouis,1.21,2015-11-01
2505,StLouis,1.21,2015-10-25
2506,StLouis,1.26,2015-10-18
2507,StLouis,1.15,2015-10-11
2508,StLouis,1.23,2015-10-04
2509,StLouis,1.12,2015-09-27
2510,StLouis,1.24,2015-09-20
2511,StLouis,1.15,2015-09-13
2512,StLouis,1.3,2015-09-06
2513,StLouis,1.32,2015-08-30
2514,StLouis,1.11,2015-08-23
2515,StLouis,0.88,2015-08-16
2516,StLouis,1.15,2015-08-09
2517,StLouis,1.26,2015-08-02
2518,StLouis,1.06,2015-07-26
2519,StLouis,1.2,2015-07-19
2520,StLouis,1.13,2015-07-12
2521,StLouis,1.32,2015-07-05
2522,StLouis,1.17,2015-06-28
2523,StLouis,1.26,2015-06-21
2524,StLouis,1.28,2015-06-14
2525,StLouis,1.3,2015-06-07
2526,StLouis,1.16,2015-05-31
2527,StLouis,1.18,2015-05-24
2528,StLouis,1.32,2015-05-17
2529,StLouis,1.25,2015-05-10
2530,StLouis,1.09,2015-05-03
2531,StLouis,1.37,2015-04-26
2532,StLouis,1.34,2015-04-19
2533,StLouis,1.21,2015-04-12
2534,StLouis,1.36,2015-04-05
2535,StLouis,1.21,2015-03-29
2536,StLouis,1.34,2015-03-22
2537,StLouis,1.33,2015-03-15
2538,StLouis,1.36,2015-03-08
2539,StLouis,1.24,2015-03-01
2540,StLouis,1.32,2015-02-22
2541,StLouis,1.23,2015-02-15
2542,StLouis,1.09,2015-02-08
2543,StLouis,1.1,2015-02-01
2544,StLouis,1.17,2015-01-25
2545,StLouis,1.28,2015-01-18
2546,StLouis,1.29,2015-01-11
2547,StLouis,1.15,2015-01-04
2548,Syracuse,1.36,2015-12-27
2549,Syracuse,1.36,2015-12-20
2550,Syracuse,1.32,2015-12-13
2551,Syracuse,1.17,2015-12-06
2552,Syracuse,1.41,2015-11-29
2553,Syracuse,1.38,2015-11-22
2554,Syracuse,1.21,2015-11-15
2555,Syracuse,1.23,2015-11-08
2556,Syracuse,1.16,2015-11-01
2557,Syracuse,1.26,2015-10-25
2558,Syracuse,1.26,2015-10-18
2559,Syracuse,1.32,2015-10-11
2560,Syracuse,1.34,2015-10-04
2561,Syracuse,1.16,2015-09-27
2562,Syracuse,1.44,2015-09-20
2563,Syracuse,1.44,2015-09-13
2564,Syracuse,1.36,2015-09-06
2565,Syracuse,1.2,2015-08-30
2566,Syracuse,1.44,2015-08-23
2567,Syracuse,1.42,2015-08-16
2568,Syracuse,1.35,2015-08-09
2569,Syracuse,1.48,2015-08-02
2570,Syracuse,1.23,2015-07-26
2571,Syracuse,1.38,2015-07-19
2572,Syracuse,1.25,2015-07-12
2573,Syracuse,1.45,2015-07-05
2574,Syracuse,1.39,2015-06-28
2575,Syracuse,1.4,2015-06-21
2576,Syracuse,1.35,2015-06-14
2577,Syracuse,1.22,2015-06-07
2578,Syracuse,1.36,2015-05-31
2579,Syracuse,1.35,2015-05-24
2580,Syracuse,1.44,2015-05-17
2581,Syracuse,1.34,2015-05-10
2582,Syracuse,1.4,2015-05-03
2583,Syracuse,1.4,2015-04-26
2584,Syracuse,1.4,2015-04-19
2585,Syracuse,1.36,2015-04-12
2586,Syracuse,1.38,2015-04-05
2587,Syracuse,1.29,2015-03-29
2588,Syracuse,1.33,2015-03-22
2589,Syracuse,1.36,2015-03-15
2590,Syracuse,1.28,2015-03-08
2591,Syracuse,1.32,2015-03-01
2592,Syracuse,1.33,2015-02-22
2593,Syracuse,1.35,2015-02-15
2594,Syracuse,1.25,2015-02-08
2595,Syracuse,1.26,2015-02-01
2596,Syracuse,1.37,2015-01-25
2597,Syracuse,1.4,2015-01-18
2598,Syracuse,1.45,2015-01-11
2599,Syracuse,1.33,2015-01-04
2600,Tampa,0.97,2015-12-27
2601,Tampa,1.15,2015-12-20
2602,Tampa,0.96,2015-12-13
2603,Tampa,1.17,2015-12-06
2604,Tampa,0.96,2015-11-29
2605,Tampa,0.97,2015-11-22
2606,Tampa,1.22,2015-11-15
2607,Tampa,1.21,2015-11-08
2608,Tampa,0.97,2015-11-01
2609,Tampa,1.12,2015-10-25
2610,Tampa,1.11,2015-10-18
2611,Tampa,0.88,2015-10-11
2612,Tampa,0.89,2015-10-04
2613,Tampa,1.13,2015-09-27
2614,Tampa,0.88,2015-09-20
2615,Tampa,1.1,2015-09-13
2616,Tampa,0.91,2015-09-06
2617,Tampa,1.2,2015-08-30
2618,Tampa,1.17,2015-08-23
2619,Tampa,1.17,2015-08-16
2620,Tampa,0.97,2015-08-09
2621,Tampa,1.18,2015-08-02
2622,Tampa,1.16,2015-07-26
2623,Tampa,0.97,2015-07-19
2624,Tampa,1.17,2015-07-12
2625,Tampa,0.95,2015-07-05
2626,Tampa,1.11,2015-06-28
2627,Tampa,0.95,2015-06-21
2628,Tampa,1.17,2015-06-14
2629,Tampa,0.97,2015-06-07
2630,Tampa,1.22,2015-05-31
2631,Tampa,0.99,2015-05-24
2632,Tampa,1.18,2015-05-17
2633,Tampa,1.21,2015-05-10
2634,Tampa,0.97,2015-05-03
2635,Tampa,1.19,2015-04-26
2636,Tampa,1.16,2015-04-19
2637,Tampa,0.99,2015-04-12
2638,Tampa,1.09,2015-04-05
2639,Tampa,1.2,2015-03-29
2640,Tampa,0.97,2015-03-22
2641,Tampa,1.25,2015-03-15
2642,Tampa,1.22,2015-03-08
2643,Tampa,1.0,2015-03-01
2644,Tampa,1.12,2015-02-22
2645,Tampa,1.21,2015-02-15
2646,Tampa,1.19,2015-02-08
2647,Tampa,0.92,2015-02-01
2648,Tampa,1.21,2015-01-25
2649,Tampa,1.27,2015-01-18
2650,Tampa,1.24,2015-01-11
2651,Tampa,0.97,2015-01-04
2652,TotalUS,0.95,2015-12-27
2653,TotalUS,0.98,2015-12-20
2654,TotalUS,0.93,2015-12-13
2655,TotalUS,0.89,2015-12-06
2656,TotalUS,0.99,2015-11-29
2657,TotalUS,0.96,2015-11-22
2658,TotalUS,0.92,2015-11-15
2659,TotalUS,0.97,2015-11-08
2660,TotalUS,0.97,2015-11-01
2661,TotalUS,1.04,2015-10-25
2662,TotalUS,0.99,2015-10-18
2663,TotalUS,1.0,2015-10-11
2664,TotalUS,1.02,2015-10-04
2665,TotalUS,1.03,2015-09-27
2666,TotalUS,1.02,2015-09-20
2667,TotalUS,1.03,2015-09-13
2668,TotalUS,1.02,2015-09-06
2669,TotalUS,1.07,2015-08-30
2670,TotalUS,1.08,2015-08-23
2671,TotalUS,1.05,2015-08-16
2672,TotalUS,1.05,2015-08-09
2673,TotalUS,1.09,2015-08-02
2674,TotalUS,1.07,2015-07-26
2675,TotalUS,1.07,2015-07-19
2676,TotalUS,1.07,2015-07-12
2677,TotalUS,1.04,2015-07-05
2678,TotalUS,1.06,2015-06-28
2679,TotalUS,1.02,2015-06-21
2680,TotalUS,0.98,2015-06-14
2681,TotalUS,1.0,2015-06-07
2682,TotalUS,1.03,2015-05-31
2683,TotalUS,1.04,2015-05-24
2684,TotalUS,1.06,2015-05-17
2685,TotalUS,1.02,2015-05-10
2686,TotalUS,0.96,2015-05-03
2687,TotalUS,1.07,2015-04-26
2688,TotalUS,1.03,2015-04-19
2689,TotalUS,1.02,2015-04-12
2690,TotalUS,1.06,2015-04-05
2691,TotalUS,1.04,2015-03-29
2692,TotalUS,1.01,2015-03-22
2693,TotalUS,1.04,2015-03-15
2694,TotalUS,1.02,2015-03-08
2695,TotalUS,0.97,2015-03-01
2696,TotalUS,1.02,2015-02-22
2697,TotalUS,1.03,2015-02-15
2698,TotalUS,0.95,2015-02-08
2699,TotalUS,0.89,2015-02-01
2700,TotalUS,1.04,2015-01-25
2701,TotalUS,1.03,2015-01-18
2702,TotalUS,1.01,2015-01-11
2703,TotalUS,0.95,2015-01-04
2704,West,0.83,2015-12-27
2705,West,0.88,2015-12-20
2706,West,0.85,2015-12-13
2707,West,0.75,2015-12-06
2708,West,0.99,2015-11-29
2709,West,0.92,2015-11-22
2710,West,0.83,2015-11-15
2711,West,0.88,2015-11-08
2712,West,0.9,2015-11-01
2713,West,0.95,2015-10-25
2714,West,0.89,2015-10-18
2715,West,0.91,2015-10-11
2716,West,1.0,2015-10-04
2717,West,0.97,2015-09-27
2718,West,0.92,2015-09-20
2719,West,0.92,2015-09-13
2720,West,0.93,2015-09-06
2721,West,1.03,2015-08-30
2722,West,1.04,2015-08-23
2723,West,0.98,2015-08-16
2724,West,1.01,2015-08-09
2725,West,1.02,2015-08-02
2726,West,1.07,2015-07-26
2727,West,1.04,2015-07-19
2728,West,1.01,2015-07-12
2729,West,0.98,2015-07-05
2730,West,1.03,2015-06-28
2731,West,0.93,2015-06-21
2732,West,0.92,2015-06-14
2733,West,0.92,2015-06-07
2734,West,0.93,2015-05-31
2735,West,0.93,2015-05-24
2736,West,0.98,2015-05-17
2737,West,0.94,2015-05-10
2738,West,0.89,2015-05-03
2739,West,0.9,2015-04-26
2740,West,0.88,2015-04-19
2741,West,0.98,2015-04-12
2742,West,0.95,2015-04-05
2743,West,0.93,2015-03-29
2744,West,0.99,2015-03-22
2745,West,0.94,2015-03-15
2746,West,0.99,2015-03-08
2747,West,0.95,2015-03-01
2748,West,0.95,2015-02-22
2749,West,0.98,2015-02-15
2750,West,0.89,2015-02-08
2751,West,0.84,2015-02-01
2752,West,0.94,2015-01-25
2753,West,0.96,2015-01-18
2754,West,0.95,2015-01-11
2755,West,0.89,2015-01-04
2756,WestTexNewMexico,0.71,2015-12-27
2757,WestTexNewMexico,0.83,2015-12-20
2758,WestTexNewMexico,0.78,2015-12-13
2759,WestTexNewMexico,0.74,2015-12-06
2760,WestTexNewMexico,0.81,2015-11-29
2761,WestTexNewMexico,0.78,2015-11-22
2762,WestTexNewMexico,0.71,2015-11-15
2763,WestTexNewMexico,0.76,2015-11-08
2764,WestTexNewMexico,0.8,2015-11-01
2765,WestTexNewMexico,0.82,2015-10-25
2766,WestTexNewMexico,0.81,2015-10-18
2767,WestTexNewMexico,0.89,2015-10-11
2768,WestTexNewMexico,0.85,2015-10-04
2769,WestTexNewMexico,0.79,2015-09-27
2770,WestTexNewMexico,0.78,2015-09-20
2771,WestTexNewMexico,0.75,2015-09-13
2772,WestTexNewMexico,0.8,2015-09-06
2773,WestTexNewMexico,0.82,2015-08-30
2774,WestTexNewMexico,0.8,2015-08-23
2775,WestTexNewMexico,0.77,2015-08-16
2776,WestTexNewMexico,0.74,2015-08-09
2777,WestTexNewMexico,0.79,2015-08-02
2778,WestTexNewMexico,0.81,2015-07-26
2779,WestTexNewMexico,0.76,2015-07-19
2780,WestTexNewMexico,0.77,2015-07-12
2781,WestTexNewMexico,0.78,2015-07-05
2782,WestTexNewMexico,0.71,2015-06-28
2783,WestTexNewMexico,0.74,2015-06-21
2784,WestTexNewMexico,0.7,2015-06-14
2785,WestTexNewMexico,0.68,2015-06-07
2786,WestTexNewMexico,0.74,2015-05-31
2787,WestTexNewMexico,0.75,2015-05-24
2788,WestTexNewMexico,0.7,2015-05-17
2789,WestTexNewMexico,0.71,2015-05-10
2790,WestTexNewMexico,0.74,2015-05-03
2791,WestTexNewMexico,0.74,2015-04-26
2792,WestTexNewMexico,0.7,2015-04-19
2793,WestTexNewMexico,0.76,2015-04-12
2794,WestTexNewMexico,0.76,2015-04-05
2795,WestTexNewMexico,0.74,2015-03-29
2796,WestTexNewMexico,0.85,2015-03-22
2797,WestTexNewMexico,0.75,2015-03-15
2798,WestTexNewMexico,0.73,2015-03-08
2799,WestTexNewMexico,0.84,2015-03-01
2800,WestTexNewMexico,0.85,2015-02-22
2801,WestTexNewMexico,0.78,2015-02-15
2802,WestTexNewMexico,0.72,2015-02-08
2803,WestTexNewMexico,0.71,2015-02-01
2804,WestTexNewMexico,0.8,2015-01-25
2805,WestTexNewMexico,0.8,2015-01-18
2806,WestTexNewMexico,0.92,2015-01-11
2807,WestTexNewMexico,0.75,2015-01-04
2808,Albany,1.52,2016-12-25
2809,Albany,1.53,2016-12-18
2810,Albany,1.49,2016-12-11
2811,Albany,1.48,2016-12-04
2812,Albany,1.52,2016-11-27
2813,Albany,1.56,2016-11-20
2814,Albany,1.62,2016-11-13
2815,Albany,1.63,2016-11-06
2816,Albany,1.46,2016-10-30
2817,Albany,1.19,2016-10-23
2818,Albany,1.4,2016-10-16
2819,Albany,1.13,2016-10-09
2820,Albany,1.51,2016-10-02
2821,Albany,1.62,2016-09-25
2822,Albany,1.39,2016-09-18
2823,Albany,1.37,2016-09-11
2824,Albany,1.44,2016-09-04
2825,Albany,1.18,2016-08-28
2826,Albany,1.43,2016-08-21
2827,Albany,1.2,2016-08-14
2828,Albany,1.48,2016-08-07
2829,Albany,1.61,2016-07-31
2830,Albany,1.46,2016-07-24
2831,Albany,1.31,2016-07-17
2832,Albany,1.11,2016-07-10
2833,Albany,1.42,2016-07-03
2834,Albany,1.5,2016-06-26
2835,Albany,1.42,2016-06-19
2836,Albany,1.38,2016-06-12
2837,Albany,1.47,2016-06-05
2838,Albany,1.49,2016-05-29
2839,Albany,1.34,2016-05-22
2840,Albany,1.36,2016-05-15
2841,Albany,1.27,2016-05-08
2842,Albany,1.03,2016-05-01
2843,Albany,1.18,2016-04-24
2844,Albany,1.22,2016-04-17
2845,Albany,1.46,2016-04-10
2846,Albany,0.85,2016-04-03
2847,Albany,1.49,2016-03-27
2848,Albany,1.32,2016-03-20
2849,Albany,1.18,2016-03-13
2850,Albany,1.27,2016-03-06
2851,Albany,1.26,2016-02-28
2852,Albany,1.28,2016-02-21
2853,Albany,1.13,2016-02-14
2854,Albany,1.07,2016-02-07
2855,Albany,1.16,2016-01-31
2856,Albany,1.22,2016-01-24
2857,Albany,1.26,2016-01-17
2858,Albany,1.28,2016-01-10
2859,Albany,1.03,2016-01-03
2860,Atlanta,0.91,2016-12-25
2861,Atlanta,0.94,2016-12-18
2862,Atlanta,1.06,2016-12-11
2863,Atlanta,1.03,2016-12-04
2864,Atlanta,1.22,2016-11-27
2865,Atlanta,1.14,2016-11-20
2866,Atlanta,1.25,2016-11-13
2867,Atlanta,1.29,2016-11-06
2868,Atlanta,1.26,2016-10-30
2869,Atlanta,1.23,2016-10-23
2870,Atlanta,1.16,2016-10-16
2871,Atlanta,1.23,2016-10-09
2872,Atlanta,1.26,2016-10-02
2873,Atlanta,1.26,2016-09-25
2874,Atlanta,1.01,2016-09-18
2875,Atlanta,0.9,2016-09-11
2876,Atlanta,0.89,2016-09-04
2877,Atlanta,0.95,2016-08-28
2878,Atlanta,0.94,2016-08-21
2879,Atlanta,0.87,2016-08-14
2880,Atlanta,1.04,2016-08-07
2881,Atlanta,0.98,2016-07-31
2882,Atlanta,1.0,2016-07-24
2883,Atlanta,1.01,2016-07-17
2884,Atlanta,0.92,2016-07-10
2885,Atlanta,0.77,2016-07-03
2886,Atlanta,0.85,2016-06-26
2887,Atlanta,0.78,2016-06-19
2888,Atlanta,0.78,2016-06-12
2889,Atlanta,0.75,2016-06-05
2890,Atlanta,0.78,2016-05-29
2891,Atlanta,0.79,2016-05-22
2892,Atlanta,0.68,2016-05-15
2893,Atlanta,0.81,2016-05-08
2894,Atlanta,0.77,2016-05-01
2895,Atlanta,0.79,2016-04-24
2896,Atlanta,0.89,2016-04-17
2897,Atlanta,0.83,2016-04-10
2898,Atlanta,1.03,2016-04-03
2899,Atlanta,0.98,2016-03-27
2900,Atlanta,0.98,2016-03-20
2901,Atlanta,0.9,2016-03-13
2902,Atlanta,1.03,2016-03-06
2903,Atlanta,0.9,2016-02-28
2904,Atlanta,1.04,2016-02-21
2905,Atlanta,0.97,2016-02-14
2906,Atlanta,0.76,2016-02-07
2907,Atlanta,1.04,2016-01-31
2908,Atlanta,0.92,2016-01-24
2909,Atlanta,1.04,2016-01-17
2910,Atlanta,0.93,2016-01-10
2911,Atlanta,1.05,2016-01-03
2912,BaltimoreWashington,1.47,2016-12-25
2913,BaltimoreWashington,1.21,2016-12-18
2914,BaltimoreWashington,1.35,2016-12-11
2915,BaltimoreWashington,1.41,2016-12-04
2916,BaltimoreWashington,1.49,2016-11-27
2917,BaltimoreWashington,1.6,2016-11-20
2918,BaltimoreWashington,1.73,2016-11-13
2919,BaltimoreWashington,1.8,2016-11-06
2920,BaltimoreWashington,1.86,2016-10-30
2921,BaltimoreWashington,1.85,2016-10-23
2922,BaltimoreWashington,1.69,2016-10-16
2923,BaltimoreWashington,1.59,2016-10-09
2924,BaltimoreWashington,1.66,2016-10-02
2925,BaltimoreWashington,1.58,2016-09-25
2926,BaltimoreWashington,1.5,2016-09-18
2927,BaltimoreWashington,1.34,2016-09-11
2928,BaltimoreWashington,1.51,2016-09-04
2929,BaltimoreWashington,1.57,2016-08-28
2930,BaltimoreWashington,1.48,2016-08-21
2931,BaltimoreWashington,1.52,2016-08-14
2932,BaltimoreWashington,1.52,2016-08-07
2933,BaltimoreWashington,1.65,2016-07-31
2934,BaltimoreWashington,1.64,2016-07-24
2935,BaltimoreWashington,1.47,2016-07-17
2936,BaltimoreWashington,1.37,2016-07-10
2937,BaltimoreWashington,1.38,2016-07-03
2938,BaltimoreWashington,1.36,2016-06-26
2939,BaltimoreWashington,1.37,2016-06-19
2940,BaltimoreWashington,1.34,2016-06-12
2941,BaltimoreWashington,1.33,2016-06-05
2942,BaltimoreWashington,1.19,2016-05-29
2943,BaltimoreWashington,1.19,2016-05-22
2944,BaltimoreWashington,1.12,2016-05-15
2945,BaltimoreWashington,0.95,2016-05-08
2946,BaltimoreWashington,1.07,2016-05-01
2947,BaltimoreWashington,1.13,2016-04-24
2948,BaltimoreWashington,1.13,2016-04-17
2949,BaltimoreWashington,1.12,2016-04-10
